model,graph_seed,strategy,sim_rep,nodes_remaining,edges_remaining,final_fraction_infected,t_25,t_50,t_75,auc_infected
WS,2,targeted_pagerank,5,450,1125,0.6933333333333334,15.0,18.0,,3.3833333333333333
WS,2,targeted_pagerank,6,450,1125,0.4666666666666667,18.0,,,1.9788888888888887
WS,2,targeted_pagerank,7,450,1125,0.9355555555555556,11.0,14.0,16.0,6.915555555555556
WS,2,targeted_pagerank,8,450,1125,0.9644444444444444,11.0,14.0,17.0,6.754444444444445
WS,2,targeted_pagerank,9,450,1125,0.9022222222222223,12.0,15.0,17.0,5.992222222222223
WS,2,targeted_pagerank,10,450,1125,0.9177777777777778,13.0,15.0,18.0,5.744444444444445
WS,2,targeted_pagerank,11,450,1125,0.8266666666666667,13.0,16.0,19.0,5.156666666666666
WS,2,targeted_pagerank,12,450,1125,0.19555555555555557,,,,0.9811111111111112
WS,2,targeted_pagerank,13,450,1125,0.6933333333333334,15.0,18.0,,3.267777777777778
WS,2,targeted_pagerank,14,450,1125,0.9244444444444444,12.0,15.0,17.0,6.003333333333334
WS,2,random,0,450,1208,0.9644444444444444,12.0,14.0,17.0,6.361111111111111
WS,2,random,1,450,1208,0.98,10.0,13.0,15.0,7.775555555555556
WS,2,random,2,450,1208,0.94,13.0,15.0,17.0,5.722222222222222
WS,2,random,3,450,1208,0.8755555555555555,14.0,16.0,19.0,4.816666666666666
WS,2,random,4,450,1208,0.9777777777777777,12.0,15.0,17.0,6.5744444444444445
WS,2,random,5,450,1208,0.9533333333333334,13.0,15.0,18.0,5.577777777777778
WS,2,random,6,450,1208,0.8688888888888889,14.0,17.0,19.0,4.133333333333333
WS,2,random,7,450,1208,0.9644444444444444,11.0,13.0,16.0,7.130000000000001
WS,2,random,8,450,1208,0.9955555555555555,10.0,12.0,14.0,8.532222222222222
WS,2,random,9,450,1208,0.9933333333333333,10.0,13.0,15.0,8.046666666666667
WS,2,random,10,450,1208,0.9955555555555555,11.0,13.0,15.0,8.118888888888888
WS,2,random,11,450,1208,0.9755555555555555,12.0,15.0,17.0,6.491111111111111
WS,2,random,12,450,1208,0.9911111111111112,10.0,12.0,15.0,8.343333333333334
WS,2,random,13,450,1208,0.92,14.0,16.0,18.0,4.843333333333333
WS,2,random,14,450,1208,0.9977777777777778,11.0,13.0,15.0,7.56
BA,2,none,0,500,1491,1.0,5.0,6.0,7.0,14.271
BA,2,none,1,500,1491,1.0,5.0,7.0,8.0,13.721
BA,2,none,2,500,1491,0.998,7.0,8.0,9.0,12.528000000000002
BA,2,none,3,500,1491,1.0,9.0,11.0,12.0,9.583
BA,2,none,4,500,1491,1.0,7.0,8.0,9.0,12.658999999999999
BA,2,none,5,500,1491,0.992,12.0,14.0,15.0,6.905
BA,2,none,6,500,1491,0.998,10.0,12.0,13.0,8.836
BA,2,none,7,500,1491,1.0,6.0,7.0,8.0,13.126999999999999
BA,2,none,8,500,1491,1.0,5.0,7.0,8.0,13.767
BA,2,none,9,500,1491,1.0,7.0,8.0,9.0,12.584999999999999
BA,2,none,10,500,1491,1.0,6.0,7.0,8.0,13.603000000000002
BA,2,none,11,500,1491,1.0,8.0,9.0,10.0,11.731
BA,2,none,12,500,1491,1.0,5.0,7.0,8.0,13.749
BA,2,none,13,500,1491,1.0,9.0,10.0,11.0,10.685
BA,2,none,14,500,1491,1.0,6.0,7.0,8.0,13.621
BA,2,targeted_pagerank,0,450,606,0.7088888888888889,13.0,17.0,,4.608888888888889
BA,2,targeted_pagerank,1,450,606,0.49777777777777776,15.0,,,2.934444444444444
BA,2,targeted_pagerank,2,450,606,0.3844444444444444,18.0,,,1.8577777777777778
BA,2,targeted_pagerank,3,450,606,0.006666666666666667,,,,0.07111111111111111
BA,2,targeted_pagerank,4,450,606,0.3333333333333333,19.0,,,1.4366666666666668
BA,2,targeted_pagerank,5,450,606,0.13777777777777778,,,,0.4633333333333333
BA,2,targeted_pagerank,6,450,606,0.1711111111111111,,,,0.6888888888888889
BA,2,targeted_pagerank,7,450,606,0.25555555555555554,20.0,,,1.0733333333333333
BA,2,targeted_pagerank,8,450,606,0.7377777777777778,12.0,16.0,,4.947777777777778
BA,2,targeted_pagerank,9,450,606,0.4622222222222222,18.0,,,1.927777777777778
BA,2,targeted_pagerank,10,450,606,0.6866666666666666,14.0,18.0,,3.884444444444444
BA,2,targeted_pagerank,11,450,606,0.15555555555555556,,,,0.8411111111111111
BA,2,targeted_pagerank,12,450,606,0.26222222222222225,20.0,,,1.3122222222222222
BA,2,targeted_pagerank,13,450,606,0.20222222222222222,,,,0.9511111111111111
BA,2,targeted_pagerank,14,450,606,0.4777777777777778,16.0,,,2.6733333333333333
BA,2,random,0,450,1259,0.9977777777777778,5.0,7.0,8.0,13.488888888888887
BA,2,random,1,450,1259,1.0,5.0,7.0,8.0,13.836666666666668
BA,2,random,2,450,1259,0.9977777777777778,7.0,8.0,9.0,12.457777777777778
BA,2,random,3,450,1259,0.9955555555555555,10.0,11.0,13.0,8.987777777777778
BA,2,random,4,450,1259,1.0,7.0,8.0,10.0,12.398888888888887
BA,2,random,5,450,1259,0.9777777777777777,13.0,15.0,16.0,5.801111111111111
BA,2,random,6,450,1259,0.9933333333333333,11.0,12.0,13.0,8.666666666666668
BA,2,random,7,450,1259,1.0,8.0,9.0,10.0,11.356666666666666
BA,2,random,8,450,1259,1.0,6.0,8.0,9.0,12.77888888888889
BA,2,random,9,450,1259,0.9977777777777778,6.0,7.0,9.0,12.804444444444442
BA,2,random,10,450,1259,1.0,6.0,7.0,8.0,13.487777777777778
BA,2,random,11,450,1259,0.9977777777777778,7.0,8.0,10.0,12.055555555555554
BA,2,random,12,450,1259,1.0,5.0,6.0,8.0,13.85222222222222
BA,2,random,13,450,1259,1.0,8.0,9.0,11.0,11.03
BA,2,random,14,450,1259,1.0,5.0,6.0,8.0,13.916666666666668
ER,3,none,0,500,1588,0.998,6.0,7.0,8.0,13.5
ER,3,none,1,500,1588,1.0,11.0,12.0,13.0,8.495000000000001
ER,3,none,2,500,1588,1.0,8.0,9.0,10.0,11.450999999999999
ER,3,none,3,500,1588,0.998,7.0,8.0,10.0,12.259999999999998
ER,3,none,4,500,1588,1.0,7.0,9.0,10.0,12.052999999999999
ER,3,none,5,500,1588,0.998,9.0,11.0,12.0,9.98
ER,3,none,6,500,1588,1.0,8.0,10.0,11.0,11.097
ER,3,none,7,500,1588,0.998,8.0,9.0,11.0,11.356
ER,3,none,8,500,1588,0.998,7.0,9.0,10.0,11.721999999999998
ER,3,none,9,500,1588,0.988,11.0,13.0,14.0,7.713
ER,3,none,10,500,1588,1.0,6.0,7.0,9.0,13.051
ER,3,none,11,500,1588,0.998,9.0,11.0,12.0,10.096
ER,3,none,12,500,1588,1.0,11.0,13.0,14.0,7.809
ER,3,none,13,500,1588,1.0,6.0,8.0,9.0,12.855
ER,3,none,14,500,1588,1.0,7.0,8.0,10.0,12.076999999999998
ER,3,targeted_pagerank,0,450,1084,0.9866666666666667,9.0,10.0,12.0,10.178888888888888
ER,3,targeted_pagerank,1,450,1084,0.9644444444444444,12.0,14.0,16.0,6.325555555555555
ER,3,targeted_pagerank,2,450,1084,0.9777777777777777,10.0,12.0,13.0,8.658888888888889
ER,3,targeted_pagerank,3,450,1084,0.9755555555555555,11.0,13.0,14.0,7.971111111111111
ER,3,targeted_pagerank,4,450,1084,0.9911111111111112,7.0,9.0,11.0,11.46777777777778
ER,3,targeted_pagerank,5,450,1084,0.9822222222222222,10.0,12.0,14.0,8.514444444444445
ER,3,targeted_pagerank,6,450,1084,0.9933333333333333,10.0,12.0,14.0,8.642222222222221
ER,3,targeted_pagerank,7,450,1084,0.9866666666666667,9.0,11.0,13.0,9.772222222222222
ER,3,targeted_pagerank,8,450,1084,0.9777777777777777,10.0,12.0,13.0,8.921111111111111
ER,3,targeted_pagerank,9,450,1084,0.9777777777777777,10.0,12.0,14.0,8.56111111111111
ER,3,targeted_pagerank,10,450,1084,0.9888888888888889,8.0,10.0,12.0,10.433333333333332
